	Spearman	pvalue
ANGPTL6	0.193	0.0434
ANK1	0.5199	0.0
ANK2	0.4349	0.0
ANK3	-0.5831	0.0
ANKAR	-0.4313	0.0
ANKDD1A	0.4492	0.0
ANKEF1	-0.3237	0.0006
ANKFY1	0.0685	0.4769
ANKH	0.1568	0.1018
ANKHD1	-0.4775	0.0
ANKHD1-EIF4EBP3	-0.0346	0.7196
ANKIB1	-0.1726	0.0714
ANKK1	-0.3088	0.001
ANKLE1	-0.1372	0.1529
ANKLE2	-0.1012	0.2927
ANKMY1	-0.1916	0.045
ANKMY2	-0.4283	0.0
ANKRA2	-0.6685	0.0
ANKRD10	-0.1965	0.0396
ANKRD10-IT1	-0.2924	0.0019
ANKRD11	-0.166	0.0831
ANKRD12	-0.3282	0.0005
ANKRD13A	-0.3429	0.0002
ANKRD13B	0.278	0.0033
ANKRD13C	-0.1494	0.1192
ANKRD13D	0.2414	0.0111
ANKRD16	-0.3751	0.0001
ANKRD17	-0.5118	0.0
ANKRD18A	-0.4459	0.0
ANKRD18EP	-0.5031	0.0
ANKRD19P	0.3061	0.0011
ANKRD20A5P	-0.6048	0.0
ANKRD22	-0.0093	0.923
ANKRD23	-0.2674	0.0047
ANKRD24	-0.1269	0.1864
ANKRD26	-0.5336	0.0
ANKRD27	0.0497	0.6058
ANKRD28	-0.2744	0.0037
ANKRD29	0.1688	0.078
ANKRD30A	-0.4222	0.0
ANKRD30B	-0.3272	0.0005
ANKRD31	-0.6356	0.0
ANKRD32	-0.4969	0.0
ANKRD33B	0.3073	0.0011
ANKRD34A	-0.1388	0.148
ANKRD35	0.3022	0.0013
ANKRD36	-0.3884	0.0
ANKRD36B	-0.3435	0.0002
ANKRD36BP2	-0.2223	0.0196
ANKRD36C	-0.3322	0.0004
ANKRD37	-0.0733	0.4466
ANKRD39	0.1425	0.1376
ANKRD40	0.1704	0.0752
ANKRD42	-0.4174	0.0
ANKRD44	0.1942	0.0421
ANKRD46	-0.0597	0.5359
ANKRD49	-0.3465	0.0002
ANKRD50	-0.4339	0.0
ANKRD52	-0.296	0.0017
ANKRD53	0.2496	0.0085
ANKRD54	0.145	0.1307
ANKRD6	-0.3658	0.0001
ANKRD61	-0.2339	0.0139
ANKRD65	0.1042	0.2788
ANKRD9	-0.029	0.7632
ANKS1A	-0.205	0.0317
ANKS1B	-0.5551	0.0
ANKS3	0.0682	0.4789
ANKS6	0.4477	0.0
ANKZF1	-0.2888	0.0022
ANLN	0.1234	0.199
ANO1	-0.4998	0.0
ANO10	0.3005	0.0014
ANO2	0.2424	0.0107
ANO5	0.0126	0.8958
ANO6	0.0853	0.3758
ANO7	-0.2086	0.0287
ANO7P1	0.1297	0.177
ANO8	-0.0986	0.3054
ANO9	-0.1919	0.0446
ANP32A	0.1232	0.1996
ANP32B	0.2555	0.0071
ANP32E	-0.1164	0.2259
ANPEP	0.0159	0.8688
ANTXR1	0.2237	0.0188
ANTXR2	0.2941	0.0018
ANXA1	0.3837	0.0
ANXA11	0.5488	0.0
ANXA2	0.5923	0.0
ANXA2P2	0.4816	0.0
ANXA2R	0.4113	0.0
ANXA3	-0.0502	0.6028
ANXA4	0.4748	0.0
ANXA5	0.4896	0.0
ANXA6	0.4257	0.0
ANXA7	0.2937	0.0018
ANXA8	-0.0807	0.4019
ANXA8L1	-0.2346	0.0136
ANXA9	-0.3317	0.0004
AOAH	0.6138	0.0
AOC1	0.4571	0.0
AOC2	0.3443	0.0002
AOC3	0.3327	0.0004
AOX1	0.4876	0.0
AP000230.1	-0.3284	0.0005
AP000251.3	-0.0568	0.5555
AP000254.8	0.1632	0.0884
AP000347.2	-0.1842	0.054
AP000347.4	0.051	0.5967
AP000350.5	-0.2425	0.0107
AP000432.1	-0.1332	0.1653
AP000439.3	-0.1183	0.2184
AP000442.1	-0.2181	0.0221
AP000476.1	0.5316	0.0
AP000487.5	-0.2777	0.0033
AP000487.6	-0.2549	0.0072
AP000648.5	-0.2398	0.0116
AP000695.4	0.4438	0.0
AP000695.6	0.5195	0.0
AP000892.6	0.0424	0.6599
AP001046.5	-0.1177	0.2207
AP001062.7	0.0851	0.3768
AP001258.4	-0.5092	0.0
AP001347.6	0.0506	0.5994
AP001350.4	0.1881	0.0491
AP001372.2	-0.3091	0.001
AP001469.9	-0.4938	0.0
AP001505.10	0.0823	0.3928
AP003068.18	-0.1372	0.1529
AP003068.23	-0.0996	0.3005
AP003774.4	0.1527	0.1113
AP006285.2	-0.1312	0.1718
AP006621.5	-0.0329	0.7333
AP006621.6	-0.1698	0.0762
AP1AR	-0.5563	0.0
AP1B1	0.5225	0.0
AP1G1	-0.4062	0.0
AP1G2	-0.1742	0.0687
AP1M1	0.5448	0.0
AP1M2	-0.1819	0.0572
AP1S1	0.1362	0.156
AP1S2	0.4436	0.0
AP1S3	-0.1855	0.0524
AP2A1	0.4087	0.0
AP2A2	0.6025	0.0
AP2B1	-0.2737	0.0038
AP2M1	0.608	0.0
AP2S1	0.5368	0.0
AP3B1	-0.011	0.9095
AP3B2	-0.2447	0.01
AP3D1	0.1461	0.1279
AP3M1	-0.1194	0.2142
AP3M2	-0.2755	0.0036
AP3S1	0.4967	0.0
AP3S2	0.1596	0.0959
AP4B1	0.1993	0.0368
AP4B1-AS1	-0.1347	0.1605
AP4E1	-0.1626	0.0896
AP4M1	0.1576	0.1
AP4S1	-0.1801	0.0598
AP5B1	0.1808	0.0587
AP5M1	-0.3756	0.0001
AP5S1	0.372	0.0001
AP5Z1	0.4349	0.0
APAF1	-0.2932	0.0019
APBA1	-0.3125	0.0009
APBA2	-0.1204	0.2102
APBA3	0.2176	0.0224
APBB1	0.2874	0.0023
APBB1IP	0.5489	0.0
APBB2	0.0484	0.6155
APBB3	-0.2177	0.0223
APC	-0.2169	0.0228
APC2	0.02	0.836
APCDD1	0.138	0.1506
APCDD1L	-0.1915	0.045
APCDD1L-AS1	-0.2711	0.0042
APEH	0.0005	0.9959
APELA	-0.4296	0.0
APEX1	-0.108	0.2612
APEX2	0.1173	0.2222
APH1A	0.0659	0.4937
APH1B	-0.2772	0.0034
API5	-0.4457	0.0
APIP	0.0633	0.5114
APITD1	0.1178	0.2202
APITD1-CORT	-0.0176	0.855
APLF	-0.1325	0.1676
APLN	-0.1787	0.0618
APLNR	0.5148	0.0
APLP1	-0.029	0.7634
APLP2	0.1602	0.0945
APMAP	0.2424	0.0107
APOA1BP	0.349	0.0002
APOBEC3A	0.6165	0.0
APOBEC3B	0.0247	0.7976
APOBEC3C	0.2251	0.0181
APOBEC3D	0.056	0.5609
APOBEC3F	-0.1862	0.0515
APOBEC3G	0.1979	0.0382
APOBEC3H	0.2742	0.0037
APOBR	0.4131	0.0
APOC1	0.3729	0.0001
APOD	0.1558	0.1042
APOE	0.3481	0.0002
APOL1	0.7672	0.0
APOL2	0.656	0.0
APOL3	0.6035	0.0
APOL4	0.2945	0.0018
APOL6	0.3175	0.0007
APOLD1	0.1575	0.1003
APOM	-0.2087	0.0287
APOO	0.0513	0.5943
APOOL	-0.2881	0.0023
APOPT1	0.2801	0.003
APP	-0.3271	0.0005
APPBP2	-0.2971	0.0016
APPL1	-0.4696	0.0
APPL2	-0.2923	0.0019
APRT	0.2175	0.0225
APTR	-0.4944	0.0
APTX	-0.2111	0.0268
AQP1	0.5868	0.0
AQP11	-0.0744	0.4397
AQP3	-0.1138	0.2363
AQP5	-0.1562	0.1032
AQP7	0.2974	0.0016
AQP9	0.7318	0.0
AQPEP	0.2611	0.0059
AQR	-0.3904	0.0
AR	-0.2622	0.0057
ARAF	0.4583	0.0
ARAP1	0.4945	0.0
ARAP2	-0.1854	0.0524
ARAP3	0.4619	0.0
ARC	0.0065	0.9464
ARCN1	-0.0069	0.9431
AREG	-0.1772	0.0641
AREL1	-0.2044	0.0322
ARF1	0.3906	0.0
ARF3	0.149	0.1203
ARF4	0.3315	0.0004
ARF5	0.2851	0.0025
ARF6	-0.0589	0.5411
ARFGAP1	0.2167	0.023
ARFGAP2	0.0126	0.8962
ARFGAP3	-0.0722	0.4532
ARFGEF1	-0.5251	0.0
ARFGEF2	-0.5437	0.0
ARFIP1	-0.2615	0.0058
ARFIP2	-0.1828	0.0559
ARFRP1	0.3128	0.0009
ARG2	-0.3702	0.0001
ARGLU1	-0.2444	0.0101
ARHGAP1	0.4579	0.0
ARHGAP10	0.341	0.0003
ARHGAP11A	0.1979	0.0382
ARHGAP11B	-0.0939	0.3293
ARHGAP12	-0.5484	0.0
ARHGAP15	0.5714	0.0
ARHGAP17	0.5107	0.0
ARHGAP18	0.25	0.0084
ARHGAP19	-0.5007	0.0
ARHGAP20	0.0647	0.5021
ARHGAP21	0.1242	0.1963
ARHGAP22	0.6584	0.0
ARHGAP23	0.4665	0.0
ARHGAP24	0.2422	0.0108
ARHGAP25	0.5627	0.0
ARHGAP26	-0.0563	0.5589
ARHGAP27	0.3076	0.0011
ARHGAP28	0.1331	0.1657
ARHGAP29	0.0431	0.6549
ARHGAP30	0.8142	0.0
ARHGAP31	0.3637	0.0001
ARHGAP32	-0.6421	0.0
ARHGAP33	-0.278	0.0033
ARHGAP35	-0.3162	0.0008
ARHGAP39	-0.183	0.0556
ARHGAP4	0.7247	0.0
ARHGAP40	-0.2598	0.0061
ARHGAP42	-0.014	0.8843
ARHGAP44	-0.2793	0.0031
ARHGAP5	-0.5559	0.0
ARHGAP5-AS1	-0.3047	0.0012
ARHGAP6	0.1798	0.0602
ARHGAP8	-0.4194	0.0
ARHGAP9	0.7766	0.0
ARHGDIA	0.6056	0.0
ARHGDIB	0.4633	0.0
ARHGEF1	0.5094	0.0
ARHGEF10	0.2454	0.0098
ARHGEF10L	0.1574	0.1005
ARHGEF11	0.0807	0.4019
ARHGEF12	-0.4239	0.0
ARHGEF15	0.4842	0.0
ARHGEF16	-0.1705	0.0749
ARHGEF17	-0.04	0.6779
ARHGEF18	0.1484	0.1217
ARHGEF19	-0.1423	0.1381
ARHGEF2	0.3367	0.0003
ARHGEF25	0.0057	0.9529
ARHGEF26	-0.2321	0.0147
ARHGEF26-AS1	-0.581	0.0
ARHGEF28	-0.4145	0.0
ARHGEF3	-0.0564	0.5582
ARHGEF33	-0.2755	0.0036
ARHGEF34P	-0.3961	0.0
ARHGEF35	-0.3159	0.0008
ARHGEF37	-0.3529	0.0002
ARHGEF38	-0.4376	0.0
ARHGEF39	0.0318	0.7417
ARHGEF4	0.2171	0.0227
ARHGEF40	0.4026	0.0
ARHGEF5	-0.2719	0.0041
ARHGEF6	0.0558	0.5627
ARHGEF7	0.1626	0.0898
ARHGEF9	-0.4991	0.0
ARID1A	-0.4141	0.0
ARID1B	-0.5497	0.0
ARID2	-0.5225	0.0
ARID3A	0.3532	0.0002
ARID3B	-0.0537	0.5772
ARID4A	-0.3144	0.0008
ARID4B	-0.5081	0.0
ARID5A	0.0022	0.9821
ARID5B	-0.1937	0.0426
ARIH1	-0.3737	0.0001
ARIH2	-0.1121	0.2435
ARIH2OS	-0.2433	0.0104
ARL1	-0.1655	0.084
ARL10	-0.343	0.0002
ARL11	0.5857	0.0
ARL13B	-0.1325	0.1678
ARL14EP	-0.3157	0.0008
ARL15	0.0856	0.374
ARL16	0.1528	0.1111
ARL17A	-0.2413	0.0111
ARL17B	-0.1794	0.0608
ARL2	0.5227	0.0
ARL2BP	0.2128	0.0256
ARL3	-0.0226	0.8147
ARL4A	-0.2226	0.0194
ARL4C	-0.1816	0.0576
ARL4D	0.327	0.0005
ARL5A	-0.0647	0.502
ARL5B	-0.1666	0.082
ARL6	-0.3051	0.0012
ARL6IP1	0.1084	0.2594
ARL6IP4	0.267	0.0048
ARL6IP5	0.2857	0.0025
ARL6IP6	-0.2628	0.0055
ARL8A	0.358	0.0001
ARL8B	0.0135	0.889
ARL9	0.0527	0.5847
ARMC1	-0.1875	0.0498
ARMC10	-0.1604	0.0942
ARMC12	0.1725	0.0715
ARMC2	-0.0129	0.8937
ARMC3	-0.1314	0.1711
ARMC5	0.1573	0.1007
ARMC6	0.2036	0.0329
ARMC7	0.1695	0.0768
ARMC8	-0.0362	0.7076
ARMC9	-0.2295	0.0159
ARMCX1	-0.1387	0.1484
ARMCX2	-0.2902	0.0021
ARMCX3	-0.0232	0.8096
ARMCX4	-0.3181	0.0007
ARMCX5	-0.5884	0.0
ARMCX6	-0.0665	0.4903
ARNT	-0.0036	0.97
ARNT2	-0.1769	0.0645
ARNTL	-0.0365	0.705
ARNTL2	0.338	0.0003
ARPC1A	0.244	0.0102
ARPC1B	0.8252	0.0
ARPC2	0.6128	0.0
ARPC3	0.521	0.0
ARPC4	0.6418	0.0
ARPC4-TTLL3	-0.1226	0.2018
ARPC5	0.5517	0.0
ARPC5L	0.4083	0.0
ARPIN	0.1866	0.051
ARPP19	0.024	0.8037
ARR3	-0.2462	0.0095
ARRB1	0.0315	0.744
ARRB2	0.9225	0.0
ARRDC1	0.0542	0.5738
ARRDC1-AS1	0.2933	0.0019
ARRDC2	0.2788	0.0032
ARRDC3	-0.4203	0.0
ARRDC3-AS1	-0.1706	0.0748
ARRDC4	-0.0263	0.7847
ARSA	0.4585	0.0
ARSB	0.5804	0.0
ARSD	-0.3701	0.0001
ARSE	-0.2102	0.0275
ARSG	-0.1745	0.0683
ARSH	-0.3021	0.0013
ARSI	0.3592	0.0001
ARSJ	-0.3543	0.0001
ARSK	-0.2952	0.0017
ART5	-0.157	0.1015
ARTN	0.0756	0.4324
ARV1	-0.2094	0.0281
ARVCF	-0.1047	0.2763
AS3MT	-0.0827	0.3904
ASAH1	0.3631	0.0001
ASAH2	-0.4725	0.0
ASAH2B	-0.4517	0.0
ASAP1	0.2707	0.0042
ASAP2	0.1075	0.2637
ASAP3	0.4137	0.0
ASB1	0.0178	0.8533
ASB13	-0.1831	0.0555
ASB14	-0.2644	0.0053
ASB16	-0.2445	0.01
ASB16-AS1	-0.2057	0.0311
ASB2	0.2563	0.0069
ASB6	-0.0342	0.7232
ASB7	-0.4675	0.0
ASB8	-0.1226	0.202
ASB9	0.4613	0.0
ASCC1	0.1575	0.1003
ASCC2	0.422	0.0
ASCC3	-0.3332	0.0004
ASCL2	0.1435	0.1348
ASF1A	-0.3736	0.0001
ASF1B	0.1514	0.1143
ASGR1	0.4808	0.0
ASGR2	0.7558	0.0
ASH1L	-0.4068	0.0
ASH1L-AS1	-0.3152	0.0008
ASH2L	-0.0282	0.77
ASIC1	-0.1917	0.0449
ASIC3	0.0179	0.8525
ASL	0.2339	0.0139
ASMTL	0.2071	0.03
ASMTL-AS1	0.1055	0.2729
ASNA1	0.4412	0.0
ASNS	-0.2463	0.0095
ASNSD1	-0.1985	0.0377
ASPA	0.2755	0.0036
ASPH	0.2179	0.0222
ASPHD1	-0.0047	0.961
ASPHD2	0.5869	0.0
ASPM	0.0574	0.5513
ASPN	0.4951	0.0
ASPRV1	0.2313	0.015
ASPSCR1	0.3311	0.0004
ASRGL1	0.5748	0.0
ASS1	0.4365	0.0
ASS1P12	-0.2933	0.0019
ASTE1	-0.3512	0.0002
ASTN1	-0.0863	0.3698
ASTN2	-0.3373	0.0003
ASUN	-0.1906	0.0461
ASXL1	-0.3717	0.0001
ASXL2	-0.2126	0.0258
ASXL3	-0.2187	0.0217
ATAD1	-0.3864	0.0
ATAD2	-0.4965	0.0
ATAD2B	-0.3213	0.0006
ATAD3A	0.228	0.0166
ATAD3B	0.0014	0.9884
ATAD3C	-0.2267	0.0172
ATAD5	-0.4528	0.0
ATAT1	-0.2679	0.0047
ATE1	-0.2854	0.0025
ATE1-AS1	-0.2133	0.0253
ATF1	-0.3497	0.0002
ATF2	-0.2675	0.0047
ATF3	-0.0533	0.5803
ATF4	0.3256	0.0005
ATF5	0.3708	0.0001
ATF6	-0.1562	0.1032
ATF6B	-0.0096	0.9211
ATF7	-0.3584	0.0001
ATF7IP	-0.3874	0.0
ATF7IP2	0.1847	0.0534
ATG10	-0.0485	0.6145
ATG101	0.1792	0.061
ATG12	0.0726	0.4513
ATG13	0.2906	0.0021
ATG14	-0.4351	0.0
ATG16L1	-0.3648	0.0001
ATG16L2	0.0631	0.5122
ATG2A	-0.1105	0.2503
ATG2B	-0.4576	0.0
ATG3	0.3865	0.0
ATG4A	0.3469	0.0002
ATG4B	0.0678	0.4814
ATG4C	0.182	0.057
ATG4D	-0.0452	0.6394
ATG5	-0.0816	0.3968
ATG7	0.6227	0.0
ATG9A	0.3407	0.0003
ATG9B	0.3288	0.0005
ATHL1	-0.1293	0.1783
ATIC	-0.1186	0.2173
ATL1	-0.3673	0.0001
ATL2	-0.5159	0.0
ATL3	0.2774	0.0034
ATM	-0.3116	0.0009
ATMIN	-0.2407	0.0113
ATN1	-0.0178	0.8537
ATOH8	0.4527	0.0
ATOX1	0.5222	0.0
ATP10A	0.3934	0.0
ATP10D	-0.1674	0.0804
ATP11A	0.2256	0.0178
ATP11B	-0.2196	0.0212
ATP11C	0.0665	0.49
ATP13A1	0.0504	0.6013
ATP13A2	0.1839	0.0545
ATP13A3	0.1091	0.2565
ATP13A4	-0.4364	0.0
ATP13A5	-0.4349	0.0
ATP1A1	-0.2843	0.0026
ATP1A1-AS1	-0.5103	0.0
ATP1A2	0.1205	0.2097
ATP1A3	0.3794	0.0
ATP1A4	-0.1344	0.1614
ATP1B1	-0.3128	0.0009
ATP1B2	0.0187	0.8461
ATP1B3	0.5544	0.0
ATP2A1	-0.2095	0.028
ATP2A1-AS1	0.1059	0.2707
ATP2A2	0.1173	0.2224
ATP2A3	0.2768	0.0034
ATP2B1	-0.3967	0.0
ATP2B4	0.2588	0.0063
ATP2C1	-0.2829	0.0027
ATP2C2	-0.2788	0.0032
ATP5A1	0.0378	0.6951
ATP5B	0.1482	0.1224
ATP5C1	0.121	0.2081
ATP5D	0.27	0.0043
ATP5E	0.3922	0.0
ATP5F1	0.1083	0.26
ATP5F1P5	-0.1677	0.08
ATP5G1	0.2918	0.002
ATP5G2	-0.1996	0.0366
ATP5G3	0.3353	0.0003
ATP5H	0.2942	0.0018
ATP5I	0.3594	0.0001
ATP5J	0.3209	0.0006
ATP5J2	0.3822	0.0
ATP5L	0.1841	0.0541
ATP5O	0.1727	0.0712
ATP5S	-0.2606	0.006
ATP5SL	0.1774	0.0638
ATP6AP1	0.1816	0.0576
ATP6AP1L	-0.451	0.0
ATP6AP2	0.3747	0.0001
ATP6V0A1	-0.1075	0.2634
ATP6V0A2	0.1187	0.2168
ATP6V0A4	-0.1812	0.0582
ATP6V0B	0.4168	0.0
ATP6V0C	0.3865	0.0
ATP6V0D1	0.5782	0.0
ATP6V0D2	0.3971	0.0
ATP6V0E1	0.4618	0.0
ATP6V0E2	0.1942	0.042
ATP6V0E2-AS1	0.2512	0.0081
ATP6V1A	-0.1153	0.2302
ATP6V1B1	-0.1371	0.1532
ATP6V1B2	0.4723	0.0
ATP6V1C1	-0.0753	0.4346
ATP6V1C2	0.2438	0.0103
ATP6V1D	0.2391	0.0119
ATP6V1E1	0.3956	0.0
ATP6V1E2	-0.2591	0.0063
ATP6V1F	0.5561	0.0
ATP6V1G1	-0.2544	0.0073
ATP6V1G2	-0.3343	0.0004
ATP6V1H	0.0939	0.3292
ATP7A	-0.4457	0.0
ATP7B	-0.3078	0.0011
ATP8A1	0.0621	0.5196
ATP8A2	-0.0753	0.434
ATP8A2P1	-0.3369	0.0003
ATP8B1	-0.4287	0.0
ATP8B2	0.4158	0.0
ATP8B3	0.359	0.0001
ATP8B4	0.4354	0.0
ATP9A	0.0132	0.8908
ATP9B	-0.4239	0.0
ATPAF1	0.1103	0.2512
ATPAF2	0.0889	0.3556
ATPIF1	0.078	0.4182
ATR	-0.3468	0.0002
ATRAID	0.261	0.0059
ATRN	-0.2763	0.0035
ATRNL1	-0.2436	0.0103
ATRX	-0.3662	0.0001
ATXN1	-0.1552	0.1054
ATXN10	-0.2311	0.0151
ATXN1L	-0.1513	0.1146
ATXN2	-0.1231	0.2
ATXN2L	-0.2448	0.01
ATXN3	-0.2149	0.0242
ATXN7	-0.369	0.0001
ATXN7L1	-0.405	0.0
ATXN7L2	-0.1065	0.2681
ATXN7L3	0.2098	0.0278
ATXN7L3B	-0.6106	0.0
AUH	-0.1881	0.0491
AUNIP	-0.0051	0.9578
AUP1	0.4496	0.0
AURKA	0.1183	0.2184
AURKAIP1	0.31	0.001
AURKB	0.1861	0.0516
AURKC	0.0227	0.8138
AUTS2	-0.4493	0.0
AVEN	0.4298	0.0
AVIL	-0.1609	0.0931
AVL9	-0.5918	0.0
AVPI1	0.399	0.0
AVPR1A	0.2681	0.0046
AVPR2	0.4947	0.0
AXIN1	0.0571	0.5536
AXIN2	0.0884	0.3583
AXL	0.4705	0.0
AZGP1	-0.2077	0.0295
AZGP1P1	-0.2625	0.0056
AZI2	-0.0062	0.9491
AZIN1	-0.2384	0.0121
AZIN2	-0.0789	0.4123
B2M	0.594	0.0
B3GALNT1	-0.3019	0.0013
B3GALNT2	-0.1207	0.2092
B3GALT4	0.5351	0.0
B3GALT5	-0.4124	0.0
B3GALT5-AS1	-0.3785	0.0
B3GALT6	0.1506	0.1164
B3GALTL	-0.082	0.3944
B3GAT1	-0.13	0.176
B3GAT2	-0.3451	0.0002
B3GAT3	0.2581	0.0065
B3GNT2	-0.3485	0.0002
B3GNT3	-0.1787	0.0618
B3GNT4	-0.1178	0.2205
B3GNT5	-0.1636	0.0877
B3GNT7	0.567	0.0
B3GNT8	0.4458	0.0
B3GNT9	0.439	0.0
B3GNTL1	-0.1352	0.1589
B4GALNT1	-0.0377	0.6961
B4GALNT3	0.0083	0.9314
B4GALNT4	-0.1424	0.1378
B4GALT1	-0.2099	0.0278
B4GALT1-AS1	0.3799	0.0
B4GALT2	0.5356	0.0
B4GALT3	-0.0811	0.3998
B4GALT4	0.3448	0.0002
B4GALT5	0.3038	0.0013
B4GALT6	-0.0061	0.9498
B4GALT7	0.455	0.0
B4GAT1	0.2323	0.0146
B9D1	-0.1827	0.056
B9D2	0.2603	0.006
BAALC	0.3815	0.0
BAALC-AS1	-0.2571	0.0067
BABAM1	0.4386	0.0
BACE1	0.0639	0.5069
BACE1-AS	-0.1656	0.0839
BACE2	0.2163	0.0232
BACH1	-0.2215	0.0201
BACH2	-0.4502	0.0
BAD	0.4514	0.0
BAG1	0.2666	0.0049
BAG2	0.3275	0.0005
BAG3	0.4173	0.0
BAG4	-0.1586	0.0979
BAG5	-0.098	0.3083
BAG6	0.2001	0.0361
BAHCC1	0.1135	0.2377
BAHD1	0.1486	0.1214
BAI1	-0.2378	0.0123
BAI2	0.0481	0.6181
BAIAP2	-0.0724	0.4522
BAIAP2-AS1	-0.1509	0.1157
BAIAP2L1	-0.2646	0.0052
BAIAP2L2	0.1344	0.1616
BAIAP3	-0.2024	0.0339
BAK1	0.3958	0.0
BAMBI	-0.2192	0.0214
BANF1	0.1868	0.0506
BANK1	0.3702	0.0001
BANP	-0.0627	0.5151
BAP1	0.203	0.0334
BARD1	-0.3234	0.0006
BARX2	-0.2624	0.0056
BASP1	0.6968	0.0
BATF	0.0755	0.433
BATF2	0.3383	0.0003
BATF3	0.7331	0.0
BAX	0.4518	0.0
BAZ1A	-0.1639	0.0871
BAZ1B	-0.0644	0.5036
BAZ2A	-0.4719	0.0
BAZ2B	-0.5117	0.0
BBC3	0.0646	0.5024
BBIP1	-0.3454	0.0002
BBOX1	-0.0453	0.6384
BBS1	-0.4185	0.0
BBS10	-0.304	0.0012
BBS12	-0.0437	0.6501
BBS2	-0.5352	0.0
BBS4	-0.4145	0.0
BBS5	-0.0374	0.6978
BBS7	-0.1546	0.1067
BBS9	-0.0853	0.3757
BBX	-0.4317	0.0
BCAM	0.0671	0.4863
BCAN	-0.0986	0.3057
BCAP29	0.2346	0.0136
BCAP31	0.4409	0.0
BCAR1	0.3277	0.0005
BCAR3	0.0718	0.4562
BCAS1	-0.2721	0.004
BCAS2	-0.0621	0.5189
BCAS3	-0.0357	0.7109
BCAS4	-0.2021	0.0342
BCAT1	0.6577	0.0
BCAT2	-0.0348	0.7182
BCCIP	-0.0308	0.7494
BCDIN3D	-0.2385	0.0121
BCDIN3D-AS1	-0.0266	0.7826
BCHE	0.315	0.0008
BCKDHA	-0.1751	0.0673
BCKDHB	-0.389	0.0
BCKDK	0.3046	0.0012
BCL10	-0.129	0.1792
BCL11A	-0.3185	0.0007
BCL11B	-0.2161	0.0234
BCL2	-0.2682	0.0046
BCL2A1	0.7198	0.0
BCL2L1	0.342	0.0003
BCL2L11	-0.5579	0.0
BCL2L12	0.1095	0.2546
BCL2L13	-0.072	0.455
BCL2L14	-0.1977	0.0384
BCL2L15	-0.1455	0.1293
BCL2L2	0.3208	0.0006
BCL3	0.3634	0.0001
BCL6	0.0359	0.7099
BCL6B	0.4205	0.0
BCL7A	-0.5645	0.0
BCL7B	0.4706	0.0
BCL7C	0.3561	0.0001
BCL9	-0.4989	0.0
BCL9L	-0.1326	0.1672
BCLAF1	-0.5885	0.0
BCO2	-0.0401	0.6775
BCOR	-0.5715	0.0
BCORL1	-0.1927	0.0437
BCR	0.3965	0.0
BCRP3	0.0272	0.7783
BCS1L	-0.031	0.748
BCYRN1	0.1202	0.2109
BDH1	-0.4321	0.0
BDH2	-0.1191	0.2153
BDKRB1	0.3727	0.0001
BDKRB2	0.4905	0.0
BDNF-AS	-0.5934	0.0
BDP1	-0.4694	0.0
BEAN1	-0.06	0.5337
BECN1	0.1346	0.1609
BEGAIN	0.005	0.9585
BEND3	-0.3258	0.0005
BEND3P1	-0.0708	0.4626
BEND3P3	-0.1375	0.1522
BEND5	-0.2988	0.0015
BEND6	0.4629	0.0
BEND7	-0.5067	0.0
BEST1	0.565	0.0
BEST4	-0.152	0.1129
BET1	-0.0648	0.5011
BET1L	-0.1664	0.0823
BEX2	-0.3041	0.0012
BEX4	-0.2205	0.0206
BEX5	-0.1601	0.0947
BFAR	-0.0178	0.8534
BFSP1	0.0686	0.4763
BGLAP	0.0461	0.6324
BGN	0.6663	0.0
BHLHA15	-0.08	0.4061
BHLHB9	-0.4998	0.0
BHLHE22	0.3704	0.0001
BHLHE40	-0.2226	0.0194
BHLHE40-AS1	-0.0374	0.6983
BHLHE41	-0.42	0.0
BHMT2	0.4103	0.0
BICC1	0.1509	0.1157
BICD1	-0.3449	0.0002
BICD2	0.3303	0.0004
BID	0.5004	0.0
BIK	-0.2352	0.0134
BIN1	0.5181	0.0
BIN2	0.7052	0.0
BIN3	0.2542	0.0074
BIRC2	-0.2781	0.0033
BIRC3	0.0312	0.7465
BIRC5	0.2163	0.0232
BIRC6	-0.4387	0.0
BIVM	-0.1357	0.1575
BLCAP	0.237	0.0127
BLM	-0.2351	0.0134
BLMH	0.2782	0.0033
BLNK	0.03	0.7559
BLOC1S1	0.5051	0.0
BLOC1S2	0.3501	0.0002
BLOC1S3	0.3389	0.0003
BLOC1S4	0.0589	0.5413
BLOC1S5	-0.2032	0.0332
BLOC1S6	-0.0174	0.8569
BLVRA	0.4221	0.0
BLVRB	0.4263	0.0
BLZF1	-0.1327	0.1669
BMF	0.0968	0.3143
BMI1	-0.3619	0.0001
BMP1	0.6223	0.0
BMP2	0.4341	0.0
BMP2K	-0.2396	0.0117
BMP4	0.335	0.0003
BMP6	0.4104	0.0
BMP7	0.1078	0.2623
BMP8A	0.0886	0.3572
BMP8B	-0.118	0.2196
BMPER	0.3119	0.0009
BMPR1A	-0.2158	0.0236
BMPR1B	-0.0492	0.6096
BMPR2	-0.1124	0.2425
BMS1	-0.2356	0.0132
BMS1P1	-0.387	0.0
BMS1P10	0.1636	0.0878
BMS1P20	-0.1393	0.1465
BMS1P4	-0.3533	0.0002
BMX	0.4779	0.0
BNC2	0.3168	0.0007
BNIP1	0.0919	0.3394
BNIP2	0.0741	0.4419
BNIP3	0.1618	0.0912
